contract,category,gold_present,predicted_present,strict_prediction,json_valid,schema_valid,grounded_evidence,evidence_f1,latency_seconds
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,Renewal Term,False,True,True,True,True,True,,6.2118
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0722
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,Exclusivity,False,False,False,True,True,,,1.0896
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,Termination For Convenience,True,False,False,True,True,,0.0,1.0846
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0823
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,Audit Rights,True,True,True,True,True,True,0.9574468085106383,4.3468
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0851
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,Cap On Liability,True,False,False,True,True,,0.0,1.0823
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Renewal Term,True,True,True,True,True,True,1.0,4.8271
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.0683
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Exclusivity,True,True,True,True,True,True,1.0,4.6662
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Termination For Convenience,False,False,False,True,True,,,1.0727
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Change Of Control,True,True,True,True,True,True,0.0,2.232
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Audit Rights,True,False,False,True,True,,0.0,1.103
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Uncapped Liability,False,False,False,True,True,,,1.0874
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Cap On Liability,True,False,False,True,True,,0.0,1.1066
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,Renewal Term,False,False,False,True,True,,,1.0819
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0892
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,Exclusivity,False,False,False,True,True,,,1.1061
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,Termination For Convenience,False,False,False,True,True,,,1.0863
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,Change Of Control,False,False,False,True,True,,,1.0933
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,Audit Rights,False,False,False,True,True,,,1.0918
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,Uncapped Liability,False,False,False,True,True,,,1.0869
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,Cap On Liability,False,False,False,True,True,,,1.0866
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Renewal Term,True,True,True,True,True,True,0.743801652892562,7.1081
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.0812
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,1.0875
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0848
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0869
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Audit Rights,False,False,False,True,True,,,1.0799
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0862
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Cap On Liability,True,True,True,True,True,True,1.0,6.9596
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,Renewal Term,True,,False,False,False,,0.0,4.9409
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.0832
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,Exclusivity,True,False,False,True,True,,0.0,1.0915
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,Termination For Convenience,True,False,False,True,True,,0.0,1.1087
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,Change Of Control,False,False,False,True,True,,,1.0909
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,Audit Rights,True,,False,False,False,,0.0,9.4136
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,Uncapped Liability,False,False,False,True,True,,,1.0754
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,Cap On Liability,True,True,True,True,True,True,0.9767441860465117,6.6346
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Renewal Term,False,False,False,True,True,,,1.0622
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0784
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Exclusivity,False,False,False,True,True,,,1.0917
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Termination For Convenience,True,False,False,True,True,,0.0,1.0816
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0806
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Audit Rights,False,False,False,True,True,,,1.0788
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Uncapped Liability,True,False,False,True,True,,0.0,1.0803
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Cap On Liability,True,True,True,True,True,True,0.8095238095238095,7.7694
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",Renewal Term,False,False,False,True,True,,,1.039
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0392
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",Exclusivity,False,False,False,True,True,,,1.0531
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",Termination For Convenience,False,False,False,True,True,,,1.0469
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",Change Of Control,False,False,False,True,True,,,1.0485
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",Audit Rights,False,False,False,True,True,,,1.0476
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",Uncapped Liability,False,False,False,True,True,,,1.0453
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",Cap On Liability,False,False,False,True,True,,,1.0479
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,Renewal Term,False,False,False,True,True,,,1.117
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.12
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,Exclusivity,True,True,True,True,True,True,1.0,3.6358
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,Termination For Convenience,False,False,False,True,True,,,1.0989
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,Change Of Control,False,False,False,True,True,,,1.1519
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,Audit Rights,True,False,False,True,True,,0.0,1.1655
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,Uncapped Liability,False,False,False,True,True,,,1.118
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,Cap On Liability,False,False,False,True,True,,,1.122
